"participant_id","age","sex","trip_id","trip_mode","trip_distance","stage_mode","stage_duration","ltpa_marg_met"
26,31,"male",59,"rail",4.48333333333333,"walk_to_pt",10,42
26,31,"male",59,"rail",4.48333333333333,"walk_to_pt",10,42
29,29,"male",64,"pedestrian",0.625,"pedestrian",15,0
29,29,"male",65,"pedestrian",0.625,"pedestrian",15,0
30,35,"male",66,"rail",18.665,"walk_to_pt",10,22.75
30,35,"male",66,"rail",18.665,"walk_to_pt",2,22.75
30,35,"male",67,"rail",22.99,"walk_to_pt",2,22.75
30,35,"male",67,"rail",22.99,"walk_to_pt",10,22.75
32,26,"male",70,"pedestrian",0.125,"pedestrian",3,39.67
32,26,"male",71,"pedestrian",0.0833333333333333,"pedestrian",2,39.67
32,26,"male",72,"pedestrian",0.125,"pedestrian",3,39.67
32,26,"male",73,"pedestrian",0.125,"pedestrian",3,39.67
32,26,"male",74,"rail",3.28333333333333,"walk_to_pt",10,39.67
32,26,"male",74,"rail",3.28333333333333,"walk_to_pt",25,39.67
32,26,"male",75,"rail",10.5833333333333,"walk_to_pt",25,39.67
32,26,"male",75,"rail",10.5833333333333,"walk_to_pt",10,39.67
33,33,"female",76,"pedestrian",1.25,"pedestrian",30,0
33,33,"female",77,"rail",7.925,"walk_to_pt",5,0
33,33,"female",77,"rail",7.925,"walk_to_pt",10,0
35,45,"female",80,"pedestrian",0.416666666666667,"pedestrian",10,0
35,45,"female",81,"pedestrian",0.416666666666667,"pedestrian",10,0
38,17,"male",86,"pedestrian",0.833333333333333,"pedestrian",20,52.5
38,17,"male",87,"pedestrian",0.833333333333333,"pedestrian",20,52.5
38,17,"male",88,"pedestrian",0.416666666666667,"pedestrian",10,52.5
38,17,"male",89,"pedestrian",0.416666666666667,"pedestrian",10,52.5
40,62,"female",92,"bus",1.65166666666667,"walk_to_pt",2,0
40,62,"female",92,"bus",1.65166666666667,"walk_to_pt",2,0
40,62,"female",93,"bus",3.00166666666667,"walk_to_pt",2,0
40,62,"female",93,"bus",3.00166666666667,"walk_to_pt",2,0
40,62,"female",94,"bus",3.67666666666667,"walk_to_pt",2,0
40,62,"female",94,"bus",3.67666666666667,"walk_to_pt",2,0
40,62,"female",95,"bus",2.72166666666667,"walk_to_pt",2,0
40,62,"female",95,"bus",2.72166666666667,"walk_to_pt",5,0
42,23,"male",98,"rail",4.375,"walk_to_pt",3,14
42,23,"male",98,"rail",4.375,"walk_to_pt",30,14
42,23,"male",99,"pedestrian",0.416666666666667,"pedestrian",10,14
42,23,"male",100,"pedestrian",0.208333333333333,"pedestrian",5,14
42,23,"male",101,"rail",13.8516666666667,"walk_to_pt",1,14
42,23,"male",101,"rail",13.8516666666667,"car",23,14
42,23,"male",101,"rail",13.8516666666667,"walk_to_pt",3,14
47,31,"female",111,"rail",8.55,"walk_to_pt",10,0
47,31,"female",111,"rail",8.55,"walk_to_pt",20,0
47,31,"female",112,"pedestrian",0.208333333333333,"pedestrian",5,0
47,31,"female",113,"pedestrian",0.833333333333333,"pedestrian",20,0
47,31,"female",114,"pedestrian",0.833333333333333,"pedestrian",20,0
47,31,"female",115,"pedestrian",0.208333333333333,"pedestrian",5,0
47,31,"female",116,"rail",4.9,"walk_to_pt",20,0
47,31,"female",116,"rail",4.9,"walk_to_pt",10,0
59,15,"male",142,"rail",3.09666666666667,"walk_to_pt",5,10.5
59,15,"male",142,"rail",3.09666666666667,"walk_to_pt",8,10.5
59,15,"male",143,"bus",1.95333333333333,"walk_to_pt",3,10.5
59,15,"male",143,"bus",1.95333333333333,"walk_to_pt",5,10.5
60,23,"male",144,"other",1.21333333333333,"other",8,14.58
60,23,"male",145,"bus",0.696666666666667,"walk_to_pt",2,14.58
60,23,"male",145,"bus",0.696666666666667,"walk_to_pt",5,14.58
76,32,"female",185,"pedestrian",1.25,"pedestrian",30,0
76,32,"female",186,"pedestrian",1.25,"pedestrian",30,0
79,32,"female",191,"car",0.69,"car",3,0
79,32,"female",192,"car",4.14,"car",18,0
80,51,"female",193,"rail",4.06666666666667,"walk_to_pt",2,0
80,51,"female",193,"rail",4.06666666666667,"walk_to_pt",8,0
80,51,"female",194,"rail",4.06666666666667,"walk_to_pt",8,0
80,51,"female",194,"rail",4.06666666666667,"walk_to_pt",2,0
85,52,"female",206,"rail",8.36333333333333,"walk_to_pt",3,0
85,52,"female",206,"rail",8.36333333333333,"walk_to_pt",5,0
85,52,"female",207,"rail",8.36333333333333,"walk_to_pt",5,0
85,52,"female",207,"rail",8.36333333333333,"walk_to_pt",3,0
87,30,"female",209,"pedestrian",0.625,"pedestrian",15,3.5
87,30,"female",210,"pedestrian",0.208333333333333,"pedestrian",5,3.5
87,30,"female",211,"pedestrian",0.208333333333333,"pedestrian",5,3.5
87,30,"female",212,"pedestrian",0.625,"pedestrian",15,3.5
91,46,"male",222,"pedestrian",1.25,"pedestrian",30,0
91,46,"male",223,"pedestrian",0.625,"pedestrian",15,0
91,46,"male",224,"pedestrian",0.833333333333333,"pedestrian",20,0
91,46,"male",225,"pedestrian",0.833333333333333,"pedestrian",20,0
96,66,"female",234,"rail",7.71666666666667,"walk_to_pt",5,1.75
96,66,"female",234,"rail",7.71666666666667,"walk_to_pt",5,1.75
96,66,"female",235,"rail",7.71666666666667,"walk_to_pt",5,1.75
96,66,"female",235,"rail",7.71666666666667,"walk_to_pt",5,1.75
97,32,"male",236,"rail",7.70833333333333,"walk_to_pt",4,40.83
97,32,"male",236,"rail",7.70833333333333,"walk_to_pt",7,40.83
97,32,"male",237,"rail",6.45833333333333,"walk_to_pt",7,40.83
97,32,"male",237,"rail",6.45833333333333,"walk_to_pt",4,40.83
99,29,"female",242,"pedestrian",0.416666666666667,"pedestrian",10,35
99,29,"female",243,"pedestrian",0.625,"pedestrian",15,35
101,50,"female",244,"pedestrian",0.416666666666667,"pedestrian",10,11.67
101,50,"female",245,"pedestrian",0.416666666666667,"pedestrian",10,11.67
102,31,"female",246,"bus",6.79333333333333,"walk_to_pt",8,0
102,31,"female",246,"bus",6.79333333333333,"walk_to_pt",6,0
102,31,"female",247,"bus",6.585,"walk_to_pt",4,0
102,31,"female",247,"bus",6.585,"walk_to_pt",5,0
108,48,"female",254,"rail",12.5,"walk_to_pt",2,0
108,48,"female",254,"rail",12.5,"walk_to_pt",10,0
108,48,"female",255,"pedestrian",0.416666666666667,"pedestrian",10,0
108,48,"female",256,"rail",11.6666666666667,"walk_to_pt",2,0
108,48,"female",256,"rail",11.6666666666667,"walk_to_pt",2,0
116,44,"female",271,"pedestrian",0.625,"pedestrian",15,0
116,44,"female",272,"pedestrian",1.25,"pedestrian",30,0
116,44,"female",273,"pedestrian",0.625,"pedestrian",15,0
116,44,"female",274,"pedestrian",0.625,"pedestrian",15,0
119,50,"female",278,"bus",2.46333333333333,"walk_to_pt",2,0
119,50,"female",278,"bus",2.46333333333333,"walk_to_pt",15,0
119,50,"female",279,"rail",2.45,"walk_to_pt",10,0
119,50,"female",279,"rail",2.45,"walk_to_pt",5,0
119,50,"female",280,"pedestrian",0.625,"pedestrian",15,0
119,50,"female",281,"rail",4.275,"walk_to_pt",5,0
119,50,"female",281,"rail",4.275,"walk_to_pt",10,0
119,50,"female",282,"rail",5.45333333333333,"walk_to_pt",15,0
119,50,"female",282,"rail",5.45333333333333,"walk_to_pt",2,0
122,51,"female",287,"pedestrian",1.25,"pedestrian",30,0
122,51,"female",288,"pedestrian",1.25,"pedestrian",30,0
122,51,"female",289,"rail",3.85833333333333,"walk_to_pt",3,0
122,51,"female",289,"rail",3.85833333333333,"walk_to_pt",2,0
123,53,"male",290,"pedestrian",1.25,"pedestrian",30,24.5
123,53,"male",291,"pedestrian",1.25,"pedestrian",30,24.5
123,53,"male",292,"rail",3.85833333333333,"walk_to_pt",3,24.5
123,53,"male",292,"rail",3.85833333333333,"walk_to_pt",2,24.5
125,48,"male",294,"pedestrian",0.208333333333333,"pedestrian",5,0
125,48,"male",295,"pedestrian",0.208333333333333,"pedestrian",5,0
125,48,"male",296,"pedestrian",0.208333333333333,"pedestrian",5,0
125,48,"male",297,"pedestrian",0.208333333333333,"pedestrian",5,0
136,19,"male",323,"rail",11.25,"walk_to_pt",1,63
136,19,"male",323,"rail",11.25,"walk_to_pt",5,63
136,19,"male",324,"rail",21.25,"walk_to_pt",5,63
136,19,"male",324,"rail",21.25,"walk_to_pt",1,63
148,19,"female",342,"pedestrian",0.416666666666667,"pedestrian",10,0
148,19,"female",343,"pedestrian",0.416666666666667,"pedestrian",10,0
149,58,"male",344,"pedestrian",0.0416666666666667,"pedestrian",1,0
149,58,"male",345,"pedestrian",0.0416666666666667,"pedestrian",1,0
154,45,"male",360,"car",9.89,"car",43,0
154,45,"male",361,"car",11.04,"car",48,0
154,45,"male",362,"car",22.31,"car",97,0
154,45,"male",363,"car",14.26,"car",62,0
159,29,"male",369,"bus",3.605,"walk_to_pt",4,0
159,29,"male",369,"bus",3.605,"walk_to_pt",8,0
159,29,"male",370,"pedestrian",0.208333333333333,"pedestrian",5,0
159,29,"male",371,"pedestrian",0.208333333333333,"pedestrian",5,0
159,29,"male",372,"rail",5.77666666666667,"walk_to_pt",9,0
159,29,"male",372,"rail",5.77666666666667,"walk_to_pt",7,0
160,46,"female",373,"pedestrian",0.416666666666667,"pedestrian",10,0
160,46,"female",374,"pedestrian",0.416666666666667,"pedestrian",10,0
161,51,"male",375,"pedestrian",0.416666666666667,"pedestrian",10,10.5
161,51,"male",376,"pedestrian",0.416666666666667,"pedestrian",10,10.5
162,23,"male",377,"rail",28,"walk_to_pt",10,0
162,23,"male",377,"rail",28,"walk_to_pt",5,0
162,23,"male",378,"rail",28,"walk_to_pt",5,0
162,23,"male",378,"rail",28,"walk_to_pt",10,0
167,38,"female",393,"rail",26.3833333333333,"walk_to_pt",5,0
167,38,"female",393,"rail",26.3833333333333,"walk_to_pt",15,0
167,38,"female",394,"rail",15.4333333333333,"walk_to_pt",15,0
167,38,"female",394,"rail",15.4333333333333,"walk_to_pt",5,0
170,49,"female",401,"bus",11.03,"walk_to_pt",8,0
170,49,"female",401,"bus",11.03,"walk_to_pt",4,0
170,49,"female",402,"pedestrian",0.416666666666667,"pedestrian",10,0
170,49,"female",403,"pedestrian",0.416666666666667,"pedestrian",10,0
170,49,"female",404,"bus",10.0533333333333,"walk_to_pt",4,0
170,49,"female",404,"bus",10.0533333333333,"walk_to_pt",4,0
174,53,"male",409,"pedestrian",0.625,"pedestrian",15,3.5
174,53,"male",410,"pedestrian",0.625,"pedestrian",15,3.5
175,49,"female",411,"bus",5.44333333333333,"walk_to_pt",8,10.5
175,49,"female",411,"bus",5.44333333333333,"walk_to_pt",6,10.5
175,49,"female",412,"bus",6.88666666666667,"walk_to_pt",5,10.5
175,49,"female",412,"bus",6.88666666666667,"walk_to_pt",8,10.5
175,49,"female",413,"bus",1.48666666666667,"walk_to_pt",3,10.5
175,49,"female",413,"bus",1.48666666666667,"walk_to_pt",10,10.5
175,49,"female",414,"bus",1.3,"walk_to_pt",10,10.5
175,49,"female",414,"bus",1.3,"walk_to_pt",5,10.5
182,24,"male",428,"rail",10.8333333333333,"walk_to_pt",10,0
182,24,"male",428,"rail",10.8333333333333,"walk_to_pt",10,0
182,24,"male",429,"rail",10.8333333333333,"walk_to_pt",10,0
182,24,"male",429,"rail",10.8333333333333,"walk_to_pt",10,0
186,36,"male",439,"taxi",2.72133333333333,"taxi",13,0
186,36,"male",440,"taxi",2.72133333333333,"taxi",13,0
190,38,"female",447,"bus",1.83833333333333,"walk_to_pt",1,30.33
190,38,"female",447,"bus",1.83833333333333,"walk_to_pt",1,30.33
190,38,"female",448,"bus",1.83833333333333,"walk_to_pt",1,30.33
190,38,"female",448,"bus",1.83833333333333,"walk_to_pt",1,30.33
197,65,"male",471,"pedestrian",0.625,"pedestrian",15,0
197,65,"male",472,"taxi",0.628,"taxi",3,0
201,59,"male",477,"pedestrian",0.625,"pedestrian",15,21
201,59,"male",478,"pedestrian",0.625,"pedestrian",15,21
203,39,"female",480,"rail",5.89166666666667,"walk_to_pt",5,3.5
203,39,"female",480,"rail",5.89166666666667,"walk_to_pt",5,3.5
203,39,"female",481,"rail",5.89166666666667,"walk_to_pt",5,3.5
203,39,"female",481,"rail",5.89166666666667,"walk_to_pt",5,3.5
205,59,"male",483,"pedestrian",0.833333333333333,"pedestrian",20,0
205,59,"male",484,"pedestrian",0.833333333333333,"pedestrian",20,0
208,28,"male",487,"rail",7.39333333333333,"walk_to_pt",1,0
208,28,"male",487,"rail",7.39333333333333,"walk_to_pt",10,0
208,28,"male",488,"rail",7.39333333333333,"walk_to_pt",10,0
208,28,"male",488,"rail",7.39333333333333,"walk_to_pt",1,0
208,28,"male",489,"pedestrian",0.208333333333333,"pedestrian",5,0
208,28,"male",490,"pedestrian",0.208333333333333,"pedestrian",5,0
208,28,"male",491,"pedestrian",1.41666666666667,"pedestrian",34,0
208,28,"male",492,"rail",6.42333333333333,"walk_to_pt",9,0
208,28,"male",492,"rail",6.42333333333333,"walk_to_pt",5,0
228,22,"female",515,"pedestrian",1.66666666666667,"pedestrian",40,0
228,22,"female",516,"pedestrian",1.25,"pedestrian",30,0
230,38,"male",519,"motorcycle",2.78666666666667,"motorcycle",11,32.67
230,38,"male",520,"motorcycle",2.78666666666667,"motorcycle",11,32.67
230,38,"male",521,"motorcycle",1.77333333333333,"motorcycle",7,32.67
230,38,"male",522,"motorcycle",1.52,"motorcycle",6,32.67
252,23,"female",573,"rail",10.4166666666667,"walk_to_pt",5,1.75
252,23,"female",573,"rail",10.4166666666667,"walk_to_pt",5,1.75
252,23,"female",574,"rail",10.9166666666667,"walk_to_pt",5,1.75
252,23,"female",574,"rail",10.9166666666667,"walk_to_pt",5,1.75
255,46,"female",577,"pedestrian",0.625,"pedestrian",15,0
255,46,"female",578,"pedestrian",0.625,"pedestrian",15,0
257,41,"female",581,"pedestrian",0.416666666666667,"pedestrian",10,0
257,41,"female",582,"pedestrian",1.04166666666667,"pedestrian",25,0
257,41,"female",583,"pedestrian",1.04166666666667,"pedestrian",25,0
271,27,"male",613,"pedestrian",0.833333333333333,"pedestrian",20,1.75
271,27,"male",614,"pedestrian",0.833333333333333,"pedestrian",20,1.75
275,62,"female",624,"taxi",7.536,"taxi",36,0
275,62,"female",625,"rail",11.7833333333333,"walk_to_pt",10,0
275,62,"female",625,"rail",11.7833333333333,"walk_to_pt",10,0
280,63,"male",631,"taxi",3.34933333333333,"taxi",16,0
280,63,"male",632,"taxi",1.256,"taxi",6,0
287,53,"male",649,"bus",4.46666666666667,"walk_to_pt",5,0
287,53,"male",649,"bus",4.46666666666667,"walk_to_pt",5,0
287,53,"male",650,"bus",3.79166666666667,"walk_to_pt",5,0
287,53,"male",650,"bus",3.79166666666667,"walk_to_pt",5,0
294,62,"female",661,"rail",3.09666666666667,"walk_to_pt",12,1.75
294,62,"female",661,"rail",3.09666666666667,"walk_to_pt",1,1.75
294,62,"female",662,"pedestrian",0.625,"pedestrian",15,1.75
294,62,"female",663,"rail",6.1,"walk_to_pt",4,1.75
294,62,"female",663,"rail",6.1,"walk_to_pt",11,1.75
296,69,"female",667,"bus",3.02333333333333,"walk_to_pt",10,0
296,69,"female",667,"bus",3.02333333333333,"walk_to_pt",1,0
296,69,"female",668,"pedestrian",0.416666666666667,"pedestrian",10,0
296,69,"female",669,"bus",3.30333333333333,"walk_to_pt",1,0
296,69,"female",669,"bus",3.30333333333333,"walk_to_pt",7,0
298,28,"female",674,"pedestrian",0.208333333333333,"pedestrian",5,0
298,28,"female",675,"car",2.99,"car",13,0
298,28,"female",676,"car",1.61,"car",7,0
303,19,"female",686,"rail",16.6916666666667,"walk_to_pt",10,0
303,19,"female",686,"rail",16.6916666666667,"walk_to_pt",10,0
303,19,"female",687,"rail",18.1333333333333,"walk_to_pt",10,0
303,19,"female",687,"rail",18.1333333333333,"walk_to_pt",10,0
304,15,"male",688,"pedestrian",0.625,"pedestrian",15,33.25
304,15,"male",689,"pedestrian",0.625,"pedestrian",15,33.25
311,38,"female",705,"bus",5.515,"walk_to_pt",3,0
311,38,"female",705,"bus",5.515,"walk_to_pt",3,0
311,38,"female",706,"bus",10.915,"walk_to_pt",3,0
311,38,"female",706,"bus",10.915,"walk_to_pt",3,0
311,38,"female",707,"bus",9.58666666666666,"walk_to_pt",3,0
311,38,"female",707,"bus",9.58666666666666,"walk_to_pt",10,0
311,38,"female",708,"bus",4.165,"walk_to_pt",3,0
311,38,"female",708,"bus",4.165,"walk_to_pt",3,0
311,38,"female",709,"bus",2.14,"walk_to_pt",3,0
311,38,"female",709,"bus",2.14,"walk_to_pt",3,0
311,38,"female",710,"rail",16.31,"walk_to_pt",5,0
311,38,"female",710,"rail",16.31,"walk_to_pt",1,0
311,38,"female",711,"rail",10.835,"walk_to_pt",1,0
311,38,"female",711,"rail",10.835,"walk_to_pt",5,0
317,61,"female",722,"rail",6.09,"walk_to_pt",1,22.75
317,61,"female",722,"rail",6.09,"car",8,22.75
317,61,"female",722,"rail",6.09,"walk_to_pt",5,22.75
323,51,"female",736,"rail",4.71333333333333,"walk_to_pt",1,0
323,51,"female",736,"rail",4.71333333333333,"walk_to_pt",7,0
323,51,"female",737,"rail",8.04,"walk_to_pt",7,0
323,51,"female",737,"rail",8.04,"walk_to_pt",2,0
323,51,"female",738,"pedestrian",0.833333333333333,"pedestrian",20,0
323,51,"female",739,"pedestrian",1.25,"pedestrian",30,0
332,34,"male",769,"taxi",3.768,"taxi",18,2.33
332,34,"male",770,"taxi",2.72133333333333,"taxi",13,2.33
332,34,"male",771,"taxi",2.72133333333333,"taxi",13,2.33
332,34,"male",772,"taxi",1.67466666666667,"taxi",8,2.33
334,53,"female",776,"rail",15.2083333333333,"walk_to_pt",8,0
334,53,"female",776,"rail",15.2083333333333,"walk_to_pt",15,0
334,53,"female",777,"bus",1.07,"walk_to_pt",2,0
334,53,"female",777,"bus",1.07,"walk_to_pt",1,0
334,53,"female",778,"bus",0.79,"walk_to_pt",1,0
334,53,"female",778,"bus",0.79,"walk_to_pt",5,0
334,53,"female",779,"rail",28.125,"walk_to_pt",15,0
334,53,"female",779,"rail",28.125,"walk_to_pt",12,0
336,15,"male",786,"pedestrian",0.625,"pedestrian",15,73.5
336,15,"male",787,"pedestrian",0.833333333333333,"pedestrian",20,73.5
336,15,"male",788,"pedestrian",0.208333333333333,"pedestrian",5,73.5
336,15,"male",789,"bus",3.53333333333333,"walk_to_pt",5,73.5
336,15,"male",789,"bus",3.53333333333333,"walk_to_pt",15,73.5
336,15,"male",790,"bus",3.53333333333333,"walk_to_pt",15,73.5
336,15,"male",790,"bus",3.53333333333333,"walk_to_pt",5,73.5
336,15,"male",791,"pedestrian",0.208333333333333,"pedestrian",5,73.5
336,15,"male",792,"pedestrian",1.45833333333333,"pedestrian",35,73.5
336,15,"male",793,"pedestrian",0.416666666666667,"pedestrian",10,73.5
340,48,"male",801,"car",6.67,"car",29,0
340,48,"male",802,"car",4.37,"car",19,0
340,48,"male",803,"car",1.84,"car",8,0
340,48,"male",804,"car",1.84,"car",8,0
340,48,"male",805,"car",0.46,"car",2,0
340,48,"male",806,"car",17.25,"car",75,0
340,48,"male",807,"car",1.84,"car",8,0
340,48,"male",808,"car",7.82,"car",34,0
345,40,"female",816,"pedestrian",1.25,"pedestrian",30,43.17
345,40,"female",817,"pedestrian",1.45833333333333,"pedestrian",35,43.17
345,40,"female",818,"pedestrian",0.416666666666667,"pedestrian",10,43.17
345,40,"female",819,"pedestrian",0.416666666666667,"pedestrian",10,43.17
349,28,"male",834,"pedestrian",1.25,"pedestrian",30,0
349,28,"male",835,"pedestrian",0.208333333333333,"pedestrian",5,0
349,28,"male",836,"pedestrian",0.208333333333333,"pedestrian",5,0
349,28,"male",837,"pedestrian",1.25,"pedestrian",30,0
349,28,"male",838,"car",1.84,"car",8,0
349,28,"male",839,"car",1.84,"car",8,0
356,24,"male",860,"bus",4.65333333333333,"walk_to_pt",3,122.5
356,24,"male",860,"bus",4.65333333333333,"walk_to_pt",5,122.5
356,24,"male",861,"bus",4.65333333333333,"walk_to_pt",5,122.5
356,24,"male",861,"bus",4.65333333333333,"walk_to_pt",3,122.5
356,24,"male",862,"pedestrian",1.04166666666667,"pedestrian",25,122.5
356,24,"male",863,"pedestrian",0.5,"pedestrian",12,122.5
356,24,"male",864,"pedestrian",0.75,"pedestrian",18,122.5
369,29,"male",892,"bus",4.28,"walk_to_pt",7,100.33
369,29,"male",892,"bus",4.28,"walk_to_pt",5,100.33
369,29,"male",893,"bus",3.605,"walk_to_pt",5,100.33
369,29,"male",893,"bus",3.605,"walk_to_pt",7,100.33
372,52,"female",899,"pedestrian",0.416666666666667,"pedestrian",10,0
372,52,"female",900,"pedestrian",0.416666666666667,"pedestrian",10,0
376,46,"male",905,"cycle",1.56,"cycle",13,8.17
376,46,"male",906,"cycle",1.56,"cycle",13,8.17
385,37,"female",924,"pedestrian",0.625,"pedestrian",15,0
385,37,"female",925,"pedestrian",0.416666666666667,"pedestrian",10,0
385,37,"female",926,"pedestrian",0.416666666666667,"pedestrian",10,0
385,37,"female",927,"pedestrian",0.625,"pedestrian",15,0
391,45,"female",942,"car",4.37,"car",19,0
391,45,"female",943,"car",4.37,"car",19,0
391,45,"female",944,"pedestrian",2.5,"pedestrian",60,0
396,49,"female",954,"bus",7.16666666666667,"walk_to_pt",5,0
396,49,"female",954,"bus",7.16666666666667,"walk_to_pt",5,0
396,49,"female",955,"bus",5.14166666666667,"walk_to_pt",5,0
396,49,"female",955,"bus",5.14166666666667,"walk_to_pt",5,0
396,49,"female",956,"bus",1.3,"walk_to_pt",5,0
396,49,"female",956,"bus",1.3,"walk_to_pt",10,0
396,49,"female",957,"bus",2.65,"walk_to_pt",10,0
396,49,"female",957,"bus",2.65,"walk_to_pt",5,0
400,32,"male",965,"pedestrian",0.208333333333333,"pedestrian",5,0
400,32,"male",966,"pedestrian",0.208333333333333,"pedestrian",5,0
400,32,"male",967,"pedestrian",0.208333333333333,"pedestrian",5,0
400,32,"male",968,"pedestrian",0.208333333333333,"pedestrian",5,0
401,25,"female",969,"car",0.46,"car",2,0
401,25,"female",970,"car",0.46,"car",2,0
402,28,"female",971,"bus",2.65,"walk_to_pt",11,15.75
402,28,"female",971,"bus",2.65,"walk_to_pt",4,15.75
402,28,"female",972,"bus",4.46666666666667,"walk_to_pt",3,15.75
402,28,"female",972,"bus",4.46666666666667,"walk_to_pt",7,15.75
403,31,"male",973,"pedestrian",0.625,"pedestrian",15,0
403,31,"male",974,"pedestrian",0.625,"pedestrian",15,0
407,51,"male",981,"bus",7.16666666666667,"walk_to_pt",5,14
407,51,"male",981,"bus",7.16666666666667,"walk_to_pt",5,14
407,51,"male",982,"bus",7.16666666666667,"walk_to_pt",5,14
407,51,"male",982,"bus",7.16666666666667,"walk_to_pt",5,14
414,24,"male",996,"rail",7.71666666666667,"walk_to_pt",5,74.08
414,24,"male",996,"rail",7.71666666666667,"walk_to_pt",5,74.08
414,24,"male",997,"rail",7.71666666666667,"walk_to_pt",5,74.08
414,24,"male",997,"rail",7.71666666666667,"walk_to_pt",5,74.08
418,49,"male",1003,"pedestrian",0.208333333333333,"pedestrian",5,0
418,49,"male",1004,"pedestrian",0.208333333333333,"pedestrian",5,0
419,17,"male",1005,"rail",6.74666666666667,"walk_to_pt",5,24.5
419,17,"male",1005,"rail",6.74666666666667,"walk_to_pt",8,24.5
419,17,"male",1006,"rail",6.74666666666667,"walk_to_pt",8,24.5
419,17,"male",1006,"rail",6.74666666666667,"walk_to_pt",5,24.5
419,17,"male",1007,"pedestrian",0.625,"pedestrian",15,24.5
419,17,"male",1008,"pedestrian",0.625,"pedestrian",15,24.5
420,57,"male",1009,"rail",18.6666666666667,"walk_to_pt",5,5.25
420,57,"male",1009,"rail",18.6666666666667,"walk_to_pt",5,5.25
420,57,"male",1010,"rail",15.0166666666667,"walk_to_pt",5,5.25
420,57,"male",1010,"rail",15.0166666666667,"walk_to_pt",5,5.25
420,57,"male",1011,"rail",15.0166666666667,"walk_to_pt",5,5.25
420,57,"male",1011,"rail",15.0166666666667,"walk_to_pt",5,5.25
421,28,"male",1012,"cycle",5.16,"cycle",43,0
421,28,"male",1013,"cycle",13.92,"cycle",116,0
425,29,"female",1021,"pedestrian",0.833333333333333,"pedestrian",20,35
425,29,"female",1022,"pedestrian",0.833333333333333,"pedestrian",20,35
425,29,"female",1023,"rail",9.54166666666667,"walk_to_pt",5,35
425,29,"female",1023,"rail",9.54166666666667,"walk_to_pt",5,35
425,29,"female",1024,"rail",7.71666666666667,"walk_to_pt",5,35
425,29,"female",1024,"rail",7.71666666666667,"walk_to_pt",5,35
428,31,"female",1029,"pedestrian",0.416666666666667,"pedestrian",10,26.25
428,31,"female",1030,"pedestrian",0.416666666666667,"pedestrian",10,26.25
428,31,"female",1031,"pedestrian",0.416666666666667,"pedestrian",10,26.25
428,31,"female",1032,"pedestrian",0.416666666666667,"pedestrian",10,26.25
429,24,"male",1033,"pedestrian",0.625,"pedestrian",15,0
429,24,"male",1034,"pedestrian",0.625,"pedestrian",15,0
431,38,"female",1039,"rail",6.51666666666667,"walk_to_pt",5,0
431,38,"female",1039,"rail",6.51666666666667,"walk_to_pt",20,0
431,38,"female",1040,"rail",2.86666666666667,"walk_to_pt",20,0
431,38,"female",1040,"rail",2.86666666666667,"walk_to_pt",5,0
436,50,"male",1050,"pedestrian",0.416666666666667,"pedestrian",10,0
436,50,"male",1051,"pedestrian",0.0833333333333333,"pedestrian",2,0
436,50,"male",1052,"pedestrian",0.0833333333333333,"pedestrian",2,0
